|I| [export__sceAppMgrLoadExec]: sceAppMgrLoadExec run self: app0:rc1.self
[10:38:03.072] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.089] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.091] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.094] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.096] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.098] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.103] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.122] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.125] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.128] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.130] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.133] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.137] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.156] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.159] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.162] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.165] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.167] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.170] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.189] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.192] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.194] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.197] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.200] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.202] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.223] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.225] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.228] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.231] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.233] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.236] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.256] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.259] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.263] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.265] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.270] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.272] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.289] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.291] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.294] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.296] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.298] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.303] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.322] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.324] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.327] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.329] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.332] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.336] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.356] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.358] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.361] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.364] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.366] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.369] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.390] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.392] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.395] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.397] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.399] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.402] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.422] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.425] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.427] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.430] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.432] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.436] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.456] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.459] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.461] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.463] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.466] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.469] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.489] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.491] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.494] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.496] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.499] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.503] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.522] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.524] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.526] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.529] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.532] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.536] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
[10:38:03.556] |E| [renderer::gl::get_surface_data]: Color format not implemented: 3145728, report this to developer
